id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
8644,São Paulo,80,2,2,1,-,true,true,254000,6500,3900,264400
8645,Campinas,89,3,1,1,5,true,true,205000,15000,2600,304600
8646,Campinas,51,2,1,0,2,true,true,98000,2100,1300,128500
8647,São Paulo,40,1,1,1,19,true,true,389900,20800,5000,457700
8648,Porto Alegre,47,1,1,1,3,true,true,220000,0,3300,263300
8649,São Paulo,210,3,5,3,2,true,true,380000,0,4900,574900
8650,São Paulo,230,4,4,4,1,true,true,1350000,108400,17200,1706000
8651,São Paulo,70,2,2,1,5,true,true,245000,5900,3200,303600
8652,Porto Alegre,117,3,1,1,3,true,true,155000,10000,2300,193100
8653,Belo Horizonte,54,2,2,0,18,true,true,110000,0,1500,151500
8654,São Paulo,105,2,1,0,-,true,true,180000,12500,2800,195300
8655,Rio de Janeiro,47,2,2,0,5,true,true,421000,15800,5500,541300
8656,São Paulo,120,3,1,0,2,true,true,210000,16700,2700,249400
8657,Rio de Janeiro,284,4,6,2,5,true,true,1142000,56700,14800,1544000
8658,São Paulo,58,2,1,1,4,true,true,249300,8000,900,321800
8659,Porto Alegre,95,2,1,1,3,true,true,280000,6900,4100,321000
8660,Rio de Janeiro,65,2,1,0,-,true,true,100000,4700,1600,106300
8661,Porto Alegre,188,3,4,2,-,true,true,380000,0,6800,451800
8662,Belo Horizonte,21,1,1,0,20,true,true,85000,6000,1200,108200
8663,São Paulo,65,2,2,1,13,true,true,320000,0,4100,394100
8664,Rio de Janeiro,50,2,1,0,9,true,true,166000,4200,2200,234400
8665,São Paulo,150,4,3,3,-,true,true,750000,10900,11300,772200
8666,Porto Alegre,90,3,3,1,1,true,true,250000,9100,3700,294800
8667,Belo Horizonte,400,3,3,6,-,true,true,720000,21800,11900,873700
8668,Campinas,64,2,2,2,9,true,true,196400,13400,800,256600
8669,São Paulo,80,2,1,1,2,true,true,215600,0,2800,249900
8670,São Paulo,300,3,5,4,12,true,true,600000,197400,7700,1464000
8671,São Paulo,240,3,3,2,-,true,true,384000,15200,5800,405000
8672,São Paulo,50,2,1,1,7,true,true,135700,0,600,182800
8673,São Paulo,820,4,4,6,-,true,true,1300000,250000,19600,1820000
8674,Porto Alegre,58,1,1,1,4,true,true,230000,13900,3400,282300
8675,São Paulo,230,3,2,2,7,true,true,196500,44100,2500,420400
8676,Porto Alegre,43,1,1,1,21,true,true,245000,10700,3600,348100
8677,São Paulo,280,6,6,3,-,true,true,500000,111800,7600,619400
8678,São Paulo,54,2,1,1,1,true,true,135000,0,1800,201800
8679,Belo Horizonte,200,6,2,1,-,true,true,340000,13400,5600,359000
8680,São Paulo,360,3,5,6,17,true,true,300000,483000,3900,1542000
8681,São Paulo,650,5,8,7,-,true,true,1500000,266700,22600,1789000
8682,Porto Alegre,38,1,1,0,1,true,true,85000,3400,1300,119700
8683,Belo Horizonte,373,4,5,5,7,true,true,1500000,18800,20000,1799000
8684,Porto Alegre,47,1,1,1,1,true,true,220000,0,3300,263300
8685,São Paulo,133,3,2,2,-,true,true,430000,25500,6500,462000
8686,Belo Horizonte,150,4,2,2,1,true,true,370000,21100,5000,531800
8687,Campinas,80,3,2,1,3,true,true,120000,7400,1600,172000
8688,São Paulo,129,4,2,3,2,true,true,550000,52000,7000,719000
8689,São Paulo,275,3,5,6,-,true,true,1300000,50000,19600,1370000
8690,Rio de Janeiro,44,1,1,0,4,true,true,170000,8600,2200,244000
8691,Belo Horizonte,60,1,2,1,5,true,true,190000,16300,2600,283900
8692,Belo Horizonte,170,3,4,4,13,true,true,800000,75900,10700,1084000
8693,São Paulo,40,1,1,2,5,true,true,155900,16900,2000,266300
8694,Belo Horizonte,200,4,4,4,4,true,true,410000,96300,5500,761800
8695,São Paulo,170,4,4,3,11,true,true,249900,87000,3200,590100
8696,São Paulo,200,5,3,2,1,true,true,900000,25900,11500,1085000
8697,São Paulo,31,1,1,0,3,true,true,190000,0,2500,229600
8698,Porto Alegre,135,3,2,1,8,true,true,216500,20900,3200,370600
8699,São Paulo,400,3,3,1,3,true,true,1100000,14200,14000,1428000
8700,Porto Alegre,70,2,1,0,-,true,true,120000,6500,1800,160300
8701,São Paulo,64,1,1,0,9,true,true,175000,0,2300,227300
8702,Rio de Janeiro,73,2,1,1,4,true,true,120000,11900,1600,196000
8703,São Paulo,240,3,4,3,9,true,true,510000,110200,6500,947800
8704,São Paulo,115,2,1,1,-,true,true,175000,13400,2700,191100
8705,São Paulo,400,3,4,3,-,true,true,1000000,118900,15100,1134000
8706,São Paulo,147,4,2,0,8,true,true,280000,25800,3600,424400
8707,Belo Horizonte,58,2,1,1,1,true,true,75000,8000,1000,134000
8708,Campinas,92,3,2,2,8,true,true,200000,14500,2600,287100
8709,São Paulo,330,3,6,4,-,true,true,850000,85600,12800,948400
8710,Porto Alegre,60,2,1,0,2,true,true,85000,32000,1300,157200
8711,São Paulo,240,4,5,4,5,true,true,600000,83400,7700,991100
8712,Porto Alegre,38,1,1,0,2,true,true,80000,4300,1200,119000
8713,São Paulo,141,3,2,2,11,true,true,690000,45000,8800,963800
8714,Porto Alegre,43,1,1,1,17,true,true,279000,12000,4100,400100
8715,Porto Alegre,62,2,1,0,4,true,true,94000,3800,1400,127400
8716,Campinas,50,2,1,1,4,true,true,150000,3500,2000,180500
8717,Porto Alegre,75,2,1,1,7,true,true,120000,3400,1800,160200
8718,São Paulo,180,3,2,1,-,true,true,540000,45900,8200,594100
8719,Campinas,33,1,1,0,11,true,true,60000,1000,800,90800
8720,São Paulo,580,6,6,8,-,true,true,1000000,280000,15100,1295000
8721,São Paulo,136,3,3,2,1,true,true,320000,52500,4100,544600
8722,São Paulo,238,4,4,3,1,true,true,500000,122000,6400,904900
8723,São Paulo,109,3,2,2,20,true,true,450000,41700,5800,617500
8724,São Paulo,90,2,1,0,-,true,true,240000,17000,3700,260700
8725,Porto Alegre,171,2,2,1,2,true,true,220000,20000,3300,343300
8726,São Paulo,40,1,1,0,16,true,true,110500,0,1400,169900
8727,Campinas,119,3,2,2,7,true,true,120000,21200,1600,307800
8728,Belo Horizonte,330,5,7,5,10,true,true,480000,97300,6400,686700
8729,São Paulo,60,1,1,1,2,true,true,460000,11500,5900,584600
8730,São Paulo,118,3,2,1,4,true,true,600000,2200,7700,789900
8731,São Paulo,134,2,2,1,7,true,true,340000,23900,4400,517600
8732,São Paulo,280,3,4,1,-,true,true,370000,10000,5600,385700
8733,São Paulo,120,3,2,1,-,true,true,180000,10900,2800,193700
8734,São Paulo,288,4,6,4,1,true,true,420000,115500,5400,904300
8735,São Paulo,180,3,3,2,11,true,true,400000,40900,5100,576000
8736,São Paulo,43,1,1,1,6,true,true,300000,1100,3900,355000
8737,São Paulo,57,1,1,0,7,true,true,600000,1700,7700,639400
8738,São Paulo,200,3,3,0,-,true,true,450000,7100,6800,463900
8739,São Paulo,96,3,3,0,6,true,true,357200,3000,4600,411800
8740,São Paulo,320,4,5,4,-,true,true,650000,41700,9800,731500
8741,Belo Horizonte,110,3,2,2,1,true,true,215000,19200,2900,275100
8742,São Paulo,35,1,1,1,11,true,true,329000,12400,4200,390000
8743,São Paulo,270,4,5,6,-,true,true,1100000,40000,16600,1157000
8744,São Paulo,85,2,1,1,1,true,true,120000,7400,1600,182900
8745,São Paulo,60,2,2,1,14,true,true,300000,20900,3900,384800
8746,São Paulo,550,4,5,5,-,true,true,500000,87500,7600,595100
8747,São Paulo,45,1,1,0,11,true,true,380000,8100,4900,434300
8748,São Paulo,130,3,2,2,-,true,true,510000,18300,7700,536000
8749,Rio de Janeiro,50,1,1,0,1,true,true,80000,0,1100,106100
8750,São Paulo,55,2,1,1,3,true,true,180000,4200,2300,266500
8751,Porto Alegre,47,1,1,1,1,true,true,220000,0,3300,263300
8752,Belo Horizonte,192,4,3,3,2,true,true,240000,19600,3200,304000
8753,São Paulo,70,2,2,2,3,true,true,180000,5900,2300,258200
8754,Porto Alegre,78,2,1,0,1,true,true,148000,3200,2200,181400
8755,Porto Alegre,45,1,1,1,1,true,true,90000,8400,1400,131800
8756,Belo Horizonte,250,2,2,1,-,true,true,90000,6700,1500,99700
8757,Rio de Janeiro,90,3,1,0,18,true,true,224000,4200,2900,281100
8758,Rio de Janeiro,186,3,4,2,5,true,true,1300000,47500,16800,1664000
8759,São Paulo,33,1,1,0,14,true,true,399900,0,5100,455000
8760,Porto Alegre,250,5,4,5,-,true,true,430000,8400,7700,446100
8761,Rio de Janeiro,30,1,1,0,4,true,true,175000,7900,2300,215900
8762,Rio de Janeiro,106,3,1,0,2,true,true,200000,8000,2600,248600
8763,São Paulo,72,2,2,1,1,true,true,300000,9300,3900,359800
8764,São Paulo,90,2,1,1,1,true,true,300000,5000,3900,408900
8765,São Paulo,102,3,2,1,10,true,true,331500,7500,4200,438200
8766,São Paulo,126,3,3,2,7,true,true,250000,31700,3200,534900
8767,São Paulo,220,3,2,1,-,true,true,500000,50000,7600,557600
8768,Porto Alegre,42,1,1,1,13,true,true,230000,5000,3400,288400
8769,São Paulo,69,2,1,1,6,true,true,160000,0,2100,222100
8770,São Paulo,50,2,1,1,24,true,true,149000,0,1900,188900
8771,São Paulo,120,4,3,2,8,true,true,221000,33400,2800,458200
8772,São Paulo,160,3,3,3,10,true,true,350000,6300,4500,545800
8773,São Paulo,31,1,1,0,1,true,true,290000,0,3700,348700
8774,São Paulo,70,3,1,1,8,true,true,110000,0,1400,163700
8775,São Paulo,37,1,1,1,8,true,true,400000,9000,5100,463100
8776,São Paulo,63,1,1,1,9,true,true,740000,28600,9400,906300
8777,Rio de Janeiro,57,2,1,0,7,true,true,150000,5400,2000,200400
8778,São Paulo,400,3,2,3,-,true,true,550000,108400,8300,666700
8779,São Paulo,370,4,5,6,17,true,true,1400000,190000,17800,2038000
8780,Rio de Janeiro,255,4,3,0,6,true,true,450000,69200,5800,790000
8781,São Paulo,110,2,2,1,1,true,true,270000,114400,3500,509500
8782,Rio de Janeiro,82,2,2,1,4,true,true,240000,33400,3100,466500
8783,Rio de Janeiro,25,1,1,1,4,true,true,280500,41700,3700,510900
8784,São Paulo,65,2,2,1,4,true,true,175000,8300,2300,258600
8785,Belo Horizonte,45,1,1,0,10,true,true,80000,10800,1100,121900
8786,Rio de Janeiro,95,2,2,2,11,true,true,630000,26700,8200,809900
8787,Rio de Janeiro,55,1,2,1,2,true,true,120000,5500,1600,192100
8788,Belo Horizonte,96,3,2,2,1,true,true,230000,29400,3100,322500
8789,São Paulo,72,2,1,2,5,true,true,320000,3500,4100,387600
8790,Belo Horizonte,44,2,1,0,4,true,true,89500,0,1200,105200
8791,Belo Horizonte,2000,3,3,2,2,true,true,500000,20000,6700,826700
8792,São Paulo,49,2,1,1,16,true,true,150000,0,2000,187000
8793,São Paulo,119,3,2,1,7,true,true,350000,24700,4500,480300
8794,São Paulo,52,1,1,1,7,true,true,200000,8900,2600,258500
8795,São Paulo,80,2,1,1,19,true,true,130000,0,1700,205700
8796,São Paulo,200,3,3,3,13,true,true,500000,83500,6400,823700
8797,São Paulo,181,3,4,3,8,true,true,800000,90300,10200,1151000
8798,Belo Horizonte,220,4,3,2,4,true,true,270000,26900,3600,426800
8799,Porto Alegre,125,3,3,1,2,true,true,240000,18400,3600,369000
8800,Campinas,55,1,1,0,1,true,true,91500,5700,1200,153400
8801,Porto Alegre,28,1,1,0,1,true,true,120000,1000,1800,132700
8802,Porto Alegre,48,2,1,1,10,true,true,110000,2700,1700,152400
8803,São Paulo,222,4,3,4,15,true,true,650000,100000,8300,1018000
8804,São Paulo,138,3,3,2,-,true,true,270000,14100,4100,288200
8805,São Paulo,72,2,1,1,21,true,true,170100,15500,2200,239700
8806,São Paulo,171,4,4,4,1,true,true,1000000,8500,12700,1252000
8807,Rio de Janeiro,55,1,2,1,15,true,true,275000,5000,3600,353100
8808,Rio de Janeiro,120,2,3,1,9,true,true,260000,22500,3400,412300
8809,São Paulo,102,3,3,2,15,true,true,399000,15000,5100,529100
8810,São Paulo,118,3,3,2,6,true,true,350000,53400,4500,527900
8811,São Paulo,55,2,1,0,2,true,true,126000,0,1600,147600
8812,Porto Alegre,197,4,3,2,4,true,true,320000,32500,4700,557200
8813,São Paulo,49,1,1,0,-,true,true,135000,0,2100,137100
8814,Rio de Janeiro,45,1,1,0,1,true,true,330000,24900,4300,434200
8815,Campinas,104,2,2,2,7,true,true,420000,21000,5400,556400
8816,Campinas,73,3,2,2,17,true,true,240000,12500,3100,312600
8817,Porto Alegre,55,1,1,0,2,true,true,115000,3000,1700,151700
8818,São Paulo,202,4,4,3,13,true,true,600000,100000,7700,927700
8819,São Paulo,54,2,1,1,3,true,true,165000,5000,2100,238100
8820,São Paulo,75,2,1,0,1,true,true,120000,6700,1600,128300
8821,Rio de Janeiro,89,3,2,0,4,true,true,275000,13800,3600,402400
8822,São Paulo,46,1,1,0,1,true,true,180000,0,2300,217300
8823,São Paulo,386,4,6,4,-,true,true,425000,66700,6400,1168000
8824,Porto Alegre,240,3,3,1,-,true,true,400000,39200,7200,446400
8825,São Paulo,61,3,2,1,4,true,true,300000,11700,3900,370600
8826,São Paulo,80,2,2,1,3,true,true,220000,0,2800,292800
8827,Belo Horizonte,45,2,1,1,4,true,true,130000,3900,1800,153700
8828,São Paulo,18,1,1,0,-,true,true,172000,0,2200,174200
8829,São Paulo,30,1,1,1,14,true,true,258000,8300,3300,304600
8830,São Paulo,300,4,4,6,1,true,true,380000,3300,4900,443200
8831,São Paulo,69,1,1,1,8,true,true,120000,10000,1600,217300
8832,Campinas,157,3,2,2,15,true,true,220000,20800,2800,372600
8833,Rio de Janeiro,30,1,1,0,3,true,true,70000,0,1000,102400
8834,Belo Horizonte,32,1,1,0,9,true,true,100000,10000,1400,141400
8835,Belo Horizonte,83,3,2,2,6,true,true,160000,13000,2200,222000
8836,São Paulo,55,2,2,2,3,true,true,200100,14200,2600,294900
8837,São Paulo,70,1,1,1,3,true,true,250000,15000,3200,368200
8838,São Paulo,20,1,1,0,1,true,true,314200,6700,4000,339900
8839,Belo Horizonte,298,4,2,3,-,true,true,304400,18600,5000,328000
8840,Belo Horizonte,90,3,2,1,1,true,true,130000,10000,1800,169800
8841,São Paulo,147,2,2,1,8,true,true,400000,31400,5100,576500
8842,São Paulo,48,1,1,1,-,true,true,200000,0,2600,202600
8843,São Paulo,32,1,1,1,9,true,true,340000,15000,4400,509400
8844,São Paulo,195,4,2,3,15,true,true,250000,30700,3200,431400
8845,Campinas,350,4,3,4,-,true,true,600000,50000,9100,709100
8846,São Paulo,74,2,1,0,2,true,true,250000,100,3200,253400
8847,São Paulo,130,3,2,2,1,true,true,325000,57100,4200,518700
8848,Campinas,60,2,3,0,1,true,true,194000,0,2500,290300
8849,Belo Horizonte,55,2,1,1,9,true,true,130000,11900,1800,209200
8850,São Paulo,89,3,2,2,4,true,true,154000,11500,2000,272500
8851,Porto Alegre,70,2,2,2,11,true,true,330000,11500,4900,416400
8852,Belo Horizonte,141,4,2,1,2,true,true,300000,11700,5000,316700
8853,Belo Horizonte,260,4,2,2,-,true,true,250000,25100,4100,279200
8854,São Paulo,168,4,2,2,-,true,true,310000,13000,4700,327700
8855,Belo Horizonte,24,1,1,1,-,true,true,55000,0,1000,56000
8856,São Paulo,240,4,4,5,14,true,true,450000,75000,5800,770800
8857,São Paulo,178,3,4,4,18,true,true,1000000,12500,12700,1290000
8858,São Paulo,58,2,1,1,1,true,true,238000,12000,3100,303100
8859,São Paulo,800,4,7,8,-,true,true,850000,20900,12800,1884000
8860,São Paulo,180,3,2,2,11,true,true,700000,73000,8900,1057000
8861,São Paulo,101,3,4,2,4,true,true,614000,35900,7800,761400
8862,São Paulo,50,1,1,0,1,true,true,83000,0,1100,99100
8863,Belo Horizonte,55,2,1,1,4,true,true,60000,6700,800,86500
8864,São Paulo,120,2,3,2,-,true,true,540000,0,8200,548200
8865,Campinas,42,2,1,1,3,true,true,60000,1500,800,102300
8866,Belo Horizonte,40,1,1,1,1,true,true,86000,0,1200,87200
8867,São Paulo,78,2,2,2,8,true,true,580000,33400,7400,760800
8868,Porto Alegre,144,3,2,1,4,true,true,274000,26900,4100,450000
8869,Rio de Janeiro,70,3,1,1,7,true,true,120000,7100,1600,196700
8870,Campinas,440,4,4,4,-,true,true,400000,41700,6100,447800
8871,Porto Alegre,44,1,1,1,7,true,true,125000,6500,1900,193400
8872,São Paulo,596,4,5,2,-,true,true,1500000,262000,22600,1785000
8873,Porto Alegre,230,3,4,3,-,true,true,1000000,41700,17800,1290000
8874,Belo Horizonte,100,2,1,0,13,true,true,120000,168000,1600,364600
8875,São Paulo,300,3,3,8,-,true,true,550000,28600,8300,586900
8876,São Paulo,47,2,1,0,7,true,true,190000,0,800,229800
8877,Campinas,105,3,2,2,6,true,true,162000,16500,2100,300600
8878,São Paulo,65,2,2,1,14,true,true,130000,300,1700,193000
8879,São Paulo,65,3,2,1,2,true,true,186000,13500,2400,253100
8880,São Paulo,60,2,2,2,6,true,true,210000,34400,2700,352100
8881,Campinas,314,3,4,3,-,true,true,400000,34900,6100,441000
8882,São Paulo,70,2,1,0,1,true,true,180000,9200,2300,191500
8883,Rio de Janeiro,80,3,2,1,5,true,true,145000,0,1900,261900
8884,São Paulo,350,3,5,5,-,true,true,550000,67500,8300,625800
8885,Porto Alegre,52,1,1,0,10,true,true,90000,0,1400,104400
8886,São Paulo,380,4,5,6,8,true,true,490000,173700,6300,985000
8887,Rio de Janeiro,70,1,1,0,1,true,true,240000,26300,3100,332800
8888,São Paulo,45,2,1,1,4,true,true,236400,7700,3000,290100
8889,São Paulo,44,1,1,1,9,true,true,293000,20500,3800,495800
8890,São Paulo,142,4,4,3,15,true,true,287000,55900,3700,512700
8891,Belo Horizonte,96,3,1,1,11,true,true,220000,15400,3000,295900
8892,São Paulo,88,2,3,2,4,true,true,280300,49600,3600,453500
8893,São Paulo,169,3,4,3,9,true,true,890000,59000,11300,1140000
8894,Rio de Janeiro,40,1,1,0,2,true,true,90000,0,1200,126200
8895,São Paulo,45,1,1,0,-,true,true,95000,0,1500,96500
8896,Rio de Janeiro,320,3,2,0,5,true,true,600000,29200,7800,867000
8897,São Paulo,82,1,2,1,1,true,true,1100000,2500,14000,1217000
8898,São Paulo,180,3,4,3,15,true,true,890000,78200,11300,1200000
8899,São Paulo,340,4,4,4,4,true,true,850000,140000,10800,1311000
8900,Belo Horizonte,100,3,3,1,4,true,true,230000,20600,3100,333700
8901,São Paulo,160,3,3,3,9,true,true,1000000,58400,12700,1311000
8902,São Paulo,160,4,4,3,9,true,true,650000,85800,8300,962500
8903,Campinas,100,3,2,2,3,true,true,120000,8000,1600,218100
8904,São Paulo,33,1,1,1,12,true,true,415000,9500,5300,485000
8905,São Paulo,35,1,2,1,2,true,true,187000,0,700,221200
8906,Porto Alegre,52,2,2,1,12,true,true,190000,4200,2800,232000
8907,São Paulo,180,3,2,2,6,true,true,550000,51800,7000,815400
8908,São Paulo,180,3,2,1,-,true,true,300000,16300,4600,320900
8909,São Paulo,300,4,4,4,12,true,true,1000000,116700,12700,1429000
8910,São Paulo,79,2,1,0,-,true,true,205000,21800,2600,229400
8911,Porto Alegre,66,2,1,0,4,true,true,130000,4200,1900,181100
8912,São Paulo,26,1,1,0,2,true,true,206000,0,2700,208700
8913,São Paulo,367,4,5,6,1,true,true,800000,211000,10200,1460000
8914,Campinas,60,2,1,1,7,true,true,90000,7400,1200,147200
8915,São Paulo,80,2,3,1,5,true,true,180000,0,2800,190800
8916,Rio de Janeiro,50,2,1,0,-,true,true,117000,7000,1800,125800
8917,Rio de Janeiro,100,3,1,0,2,true,true,125000,13800,1700,269500
8918,São Paulo,250,3,4,3,13,true,true,600000,83400,7700,971100
8919,Porto Alegre,40,1,1,1,7,true,true,120000,6800,1800,258600
8920,São Paulo,68,2,2,1,8,true,true,240000,12500,3100,315600
8921,São Paulo,35,1,1,1,14,true,true,200000,27500,2600,400100
8922,Porto Alegre,46,2,1,1,-,true,true,75000,1600,1100,101300
8923,São Paulo,21,1,1,0,2,true,true,320000,4200,4100,328300
8924,Rio de Janeiro,45,1,1,0,8,true,true,390000,0,5100,564100
8925,Belo Horizonte,107,3,2,2,2,true,true,240000,18400,3200,320100
8926,São Paulo,220,3,3,5,-,true,true,750000,0,11300,761300
8927,São Paulo,380,5,7,4,-,true,true,800000,77500,12100,889600
8928,São Paulo,150,3,3,2,20,true,true,400000,41700,5100,676800
8929,Rio de Janeiro,15,1,1,0,2,true,true,100000,0,1300,101300
8930,São Paulo,35,1,1,0,1,true,true,130500,0,1700,157200
8931,São Paulo,120,3,4,2,1,true,true,300000,67000,3900,520900
8932,São Paulo,24,2,2,1,13,true,true,550000,14100,7000,670400
8933,Porto Alegre,70,2,2,1,2,true,true,272000,7500,4000,333500
8934,Porto Alegre,50,1,2,0,-,true,true,110000,0,1700,136700
8935,São Paulo,220,3,4,4,10,true,true,700000,100000,8900,1159000
8936,São Paulo,180,3,4,3,3,true,true,350000,6500,4500,521000
8937,Porto Alegre,148,3,2,3,3,true,true,300000,16700,4400,421100
8938,São Paulo,52,2,1,1,7,true,true,134000,800,1700,199800
8939,Porto Alegre,48,2,1,0,1,true,true,70000,0,1100,81100
8940,São Paulo,160,4,5,2,22,true,true,680000,50000,8700,858700
8941,São Paulo,40,1,1,0,1,true,true,100000,5600,1300,106900
8942,São Paulo,40,1,1,0,2,true,true,250000,0,3200,321700
8943,Campinas,143,3,2,3,-,true,true,170000,7000,2600,179600
8944,Campinas,550,3,4,8,-,true,true,460000,38000,7000,505000
8945,São Paulo,35,1,1,1,3,true,true,420000,1700,5400,427100
8946,Porto Alegre,50,2,1,0,18,true,true,130000,0,1900,181900
8947,São Paulo,210,4,4,3,9,true,true,910000,66700,11600,1198000
8948,São Paulo,60,2,2,2,2,true,true,184000,16500,2400,288900
8949,São Paulo,217,4,4,3,3,true,true,500000,155000,6400,1079000
8950,Rio de Janeiro,300,3,3,2,5,true,true,1133000,333400,14600,1981000
8951,Rio de Janeiro,45,1,1,0,-,true,true,200000,4500,3100,232600
8952,São Paulo,230,5,3,0,-,true,true,720000,34300,10900,765200
8953,Campinas,139,3,5,3,3,true,true,670000,23200,8500,810700
8954,São Paulo,48,2,1,0,3,true,true,135000,0,1800,146800
8955,São Paulo,145,3,3,3,6,true,true,1200000,66700,15300,1392000
8956,Porto Alegre,65,1,1,0,3,true,true,135000,52500,2000,220600
8957,Porto Alegre,180,3,3,2,3,true,true,270000,25000,4000,339000
8958,São Paulo,438,5,6,5,-,true,true,1200000,81700,18100,1300000
8959,São Paulo,100,2,2,1,10,true,true,197900,22500,2600,353000
8960,Rio de Janeiro,430,4,4,2,6,true,true,1000000,111900,12900,1475000
8961,São Paulo,315,4,5,5,20,true,true,400000,100000,2900,752900
8962,Porto Alegre,374,3,4,2,-,true,true,825000,47300,14700,1137000
8963,São Paulo,270,3,2,1,9,true,true,392000,3400,5000,630400
8964,Campinas,92,2,3,2,5,true,true,420000,27500,5400,578900
8965,Porto Alegre,220,3,3,2,8,true,true,1000000,54200,14700,1233000
8966,São Paulo,243,4,3,3,16,true,true,200000,132400,2600,710400
8967,Porto Alegre,240,3,3,7,-,true,true,340000,34900,6100,381000
8968,São Paulo,260,4,5,5,3,true,true,1500000,0,19100,1519000
8969,Porto Alegre,63,3,2,2,11,true,true,205000,5400,3000,268100
8970,São Paulo,238,4,5,3,1,true,true,1500000,37500,5800,1793000
8971,São Paulo,60,2,2,2,15,true,true,190000,9000,2500,270700
8972,São Paulo,82,2,2,0,3,true,true,160000,500,2100,227600
8973,Campinas,74,3,1,1,3,true,true,100000,5400,1300,141700
8974,Belo Horizonte,40,1,1,2,11,true,true,350000,6300,4700,461000
8975,Porto Alegre,70,3,1,1,3,true,true,110000,0,1700,154100
8976,Belo Horizonte,83,3,2,3,18,true,true,205000,19800,2800,302100
8977,São Paulo,55,2,1,0,-,true,true,135000,0,1800,174800
8978,São Paulo,290,3,2,2,-,true,true,800000,133400,12100,945500
8979,Rio de Janeiro,250,5,3,4,-,true,true,500000,41700,7700,549400
8980,São Paulo,350,4,3,4,10,true,true,750000,95900,9600,1016000
8981,São Paulo,330,5,4,2,-,true,true,765000,72000,11500,848500
8982,Campinas,82,3,3,2,4,true,true,150000,15300,2000,222300
8983,São Paulo,60,2,2,1,8,true,true,142000,5900,1800,219700
8984,Rio de Janeiro,74,2,1,0,1,true,true,190000,21200,2500,328500
8985,Belo Horizonte,160,3,3,2,4,true,true,240000,24400,3200,282600
8986,Porto Alegre,483,4,4,0,4,true,true,490000,116700,7200,813900
8987,São Paulo,35,1,1,0,16,true,true,299900,10300,3800,370000
8988,São Paulo,285,4,4,3,16,true,true,450000,35900,5800,601700
8989,Belo Horizonte,50,2,1,1,3,true,true,110000,2800,1500,137300
8990,Rio de Janeiro,77,2,2,0,4,true,true,195000,8800,2600,276400
8991,São Paulo,76,2,2,1,8,true,true,160000,3300,2100,247900
8992,Porto Alegre,200,2,1,0,-,true,true,280000,0,5000,285000
8993,São Paulo,300,5,4,5,-,true,true,850000,6000,12800,868800
8994,Rio de Janeiro,105,3,2,1,13,true,true,1200000,45900,15500,1381000
8995,Campinas,55,1,1,1,7,true,true,70000,4500,900,123400
8996,Porto Alegre,75,2,2,1,5,true,true,165000,10000,2500,222500
8997,Campinas,276,3,4,3,11,true,true,700000,59400,8900,1027000
8998,Belo Horizonte,70,2,2,1,3,true,true,105000,10000,1400,168700
8999,São Paulo,460,7,5,5,-,true,true,900000,312900,13600,1227000
9000,Rio de Janeiro,135,4,2,2,13,true,true,648900,46700,8400,834000
9001,Belo Horizonte,64,2,1,1,1,true,true,120000,0,1600,142600
9002,Belo Horizonte,76,2,1,1,1,true,true,70000,5900,1000,104600
9003,São Paulo,170,6,4,4,-,true,true,720000,0,10900,730900
9004,Belo Horizonte,85,2,1,1,1,true,true,215000,19800,2900,311200
9005,Campinas,49,2,1,1,-,true,true,100000,0,1300,101300
9006,Rio de Janeiro,128,4,2,0,2,true,true,200000,1000,2600,313600
9007,São Paulo,96,3,2,2,10,true,true,161000,16200,2100,340900
9008,Rio de Janeiro,45,1,1,1,1,true,true,300000,38200,3900,485800
9009,São Paulo,32,1,1,1,2,true,true,325000,30000,4200,509200
9010,Porto Alegre,37,1,1,0,4,true,true,150000,6900,2200,193100
9011,Belo Horizonte,335,4,4,4,-,true,true,1000000,67800,16400,1084000
9012,Rio de Janeiro,56,2,1,1,3,true,true,150000,9000,2000,247000
9013,São Paulo,330,1,3,8,-,true,true,314700,0,4800,319500
9014,Rio de Janeiro,21,1,1,0,2,true,true,280000,0,3700,283700
9015,São Paulo,300,5,5,4,-,true,true,650000,52500,9800,712300
9016,Porto Alegre,373,4,4,4,-,true,true,680000,10000,12100,737100
9017,São Paulo,53,2,1,1,7,true,true,120000,6000,1600,187600
9018,São Paulo,156,3,3,3,20,true,true,490000,91700,6300,748000
9019,Porto Alegre,80,2,1,0,2,true,true,125000,0,1900,144900
9020,São Paulo,74,2,2,2,8,true,true,330000,27000,4200,448200
9021,São Paulo,103,3,2,1,-,true,true,420000,25000,6400,451400
9022,Belo Horizonte,458,8,10,4,-,true,true,700000,41900,11500,753400
9023,Belo Horizonte,98,2,1,0,-,true,true,150000,5800,2500,158300
9024,São Paulo,40,1,1,0,-,true,true,100000,600,1600,102300
9025,São Paulo,65,1,1,0,3,true,true,130000,6300,1700,156500
9026,São Paulo,70,1,1,0,4,true,true,130000,1700,1700,176400
9027,Porto Alegre,55,1,1,1,14,true,true,320000,3000,4700,373700
9028,São Paulo,129,3,4,3,6,true,true,250000,43400,3200,461600
9029,Porto Alegre,46,1,1,1,1,true,true,75000,1500,1100,104600
